DateTime,Vehicles
07 13:00:00,583
07 14:00:00,520
07 15:00:00,396
07 16:00:00,566
07 17:00:00,562
07 18:00:00,516
07 19:00:00,681
07 20:00:00,671
07 21:00:00,650
07 22:00:00,684
07 23:00:00,569
08 00:00:00,409
08 01:00:00,679
08 02:00:00,494
08 03:00:00,339
08 04:00:00,428
08 05:00:00,457
08 06:00:00,433
08 07:00:00,330
08 08:00:00,479
08 09:00:00,480
08 10:00:00,732
08 11:00:00,589
08 12:00:00,712
08 13:00:00,534
08 14:00:00,574
08 15:00:00,562
08 16:00:00,474
08 17:00:00,578
08 18:00:00,703
08 19:00:00,520
08 20:00:00,679
08 21:00:00,741
08 22:00:00,560
08 23:00:00,536
09 00:00:00,552
09 01:00:00,584
09 02:00:00,431
09 03:00:00,405
09 04:00:00,341
09 05:00:00,335
09 06:00:00,329
09 07:00:00,443
09 08:00:00,456
09 09:00:00,727
09 10:00:00,771
09 11:00:00,951
09 12:00:00,917
09 13:00:00,921
09 14:00:00,982
09 15:00:00,990
09 16:00:00,743
09 17:00:00,701
09 18:00:00,822
09 19:00:00,1256
09 20:00:00,965
09 21:00:00,1345
09 22:00:00,891
09 23:00:00,940
10 00:00:00,683
10 01:00:00,760
10 02:00:00,720
10 03:00:00,645
10 04:00:00,482
10 05:00:00,394
10 06:00:00,588
10 07:00:00,614
10 08:00:00,571
10 09:00:00,1378
10 10:00:00,1562
10 11:00:00,1479
10 12:00:00,1483
10 13:00:00,1026
10 14:00:00,1900
10 15:00:00,1658
10 16:00:00,1701
10 17:00:00,1398
10 18:00:00,1569
10 19:00:00,1618
10 20:00:00,1597
10 21:00:00,1427
10 22:00:00,1516
10 23:00:00,1453
11 00:00:00,1178
11 01:00:00,1032
11 02:00:00,802
11 03:00:00,791
11 04:00:00,756
11 05:00:00,612
11 06:00:00,615
11 07:00:00,568
11 08:00:00,722
11 09:00:00,895
11 10:00:00,1214
11 11:00:00,1059
11 12:00:00,1044
11 13:00:00,901
11 14:00:00,907
11 15:00:00,946
11 16:00:00,833
11 17:00:00,964
11 18:00:00,1003
11 19:00:00,1122
11 20:00:00,902
11 21:00:00,943
11 22:00:00,924
11 23:00:00,887
12 00:00:00,846
12 01:00:00,646
12 02:00:00,586
12 03:00:00,449
12 04:00:00,541
12 05:00:00,327
12 06:00:00,546
12 07:00:00,541
12 08:00:00,594
12 09:00:00,998
12 10:00:00,1578
12 11:00:00,1591
12 12:00:00,1403
12 13:00:00,1348
12 14:00:00,1308
12 15:00:00,1136
12 16:00:00,1184
12 17:00:00,1019
12 18:00:00,1198
12 19:00:00,1370
12 20:00:00,1483
12 21:00:00,1309
12 22:00:00,1216
12 23:00:00,1060
13 00:00:00,999
13 01:00:00,819
13 02:00:00,607
13 03:00:00,666
13 04:00:00,539
13 05:00:00,455
13 06:00:00,529
13 07:00:00,614
13 08:00:00,680
13 09:00:00,680
13 10:00:00,953
13 11:00:00,1623
13 12:00:00,1172
13 13:00:00,1002
13 14:00:00,951
13 15:00:00,1042
13 16:00:00,1001
13 17:00:00,940
13 18:00:00,1014
13 19:00:00,927
13 20:00:00,1107
13 21:00:00,884
13 22:00:00,931
13 23:00:00,638
14 00:00:00,854
14 01:00:00,826
14 02:00:00,588
14 03:00:00,527
14 04:00:00,402
14 05:00:00,425
14 06:00:00,515
14 07:00:00,341
14 08:00:00,466
14 09:00:00,569
14 10:00:00,621
14 11:00:00,584
14 12:00:00,433
14 13:00:00,438
14 14:00:00,550
14 15:00:00,652
14 16:00:00,736
14 17:00:00,497
14 18:00:00,715
14 19:00:00,590
14 20:00:00,692
14 21:00:00,572
14 22:00:00,898
14 23:00:00,604
15 00:00:00,618
15 01:00:00,471
15 02:00:00,593
15 03:00:00,387
15 04:00:00,265
15 05:00:00,386
15 06:00:00,375
15 07:00:00,336
15 08:00:00,406
15 09:00:00,595
15 10:00:00,661
15 11:00:00,788
15 12:00:00,649
15 13:00:00,731
15 14:00:00,546
15 15:00:00,602
15 16:00:00,518
15 17:00:00,588
15 18:00:00,666
15 19:00:00,683
15 20:00:00,768
15 21:00:00,650
15 22:00:00,674
15 23:00:00,607
16 00:00:00,724
16 01:00:00,590
16 02:00:00,499
16 03:00:00,600
16 04:00:00,510
16 05:00:00,510
16 06:00:00,549
16 07:00:00,595
16 08:00:00,501
16 09:00:00,617
16 10:00:00,999
16 11:00:00,863
16 12:00:00,1044
16 13:00:00,967
16 14:00:00,1063
16 15:00:00,937
16 16:00:00,975
16 17:00:00,1075
16 18:00:00,894
16 19:00:00,1203
16 20:00:00,1203
16 21:00:00,1106
16 22:00:00,1070
16 23:00:00,1054
17 00:00:00,880
17 01:00:00,837
17 02:00:00,757
17 03:00:00,672
17 04:00:00,381
17 05:00:00,434
17 06:00:00,569
17 07:00:00,503
17 08:00:00,509
17 09:00:00,804
17 10:00:00,1277
17 11:00:00,1720
17 12:00:00,1436
17 13:00:00,1195
17 14:00:00,1377
17 15:00:00,1153
17 16:00:00,1182
17 17:00:00,1097
17 18:00:00,1106
17 19:00:00,1249
17 20:00:00,1104
17 21:00:00,1054
17 22:00:00,1014
17 23:00:00,1033
18 00:00:00,978
18 01:00:00,931
18 02:00:00,762
18 03:00:00,750
18 04:00:00,756
18 05:00:00,603
18 06:00:00,827
18 07:00:00,623
18 08:00:00,654
18 09:00:00,764
18 10:00:00,1223
18 11:00:00,1760
18 12:00:00,1428
18 13:00:00,1311
18 14:00:00,1304
18 15:00:00,1242
18 16:00:00,1167
18 17:00:00,1350
18 18:00:00,1538
18 19:00:00,1540
18 20:00:00,1347
18 21:00:00,1240
18 22:00:00,1186
18 23:00:00,1093
19 00:00:00,1310
19 01:00:00,847
19 02:00:00,867
19 03:00:00,700
19 04:00:00,708
19 05:00:00,666
19 06:00:00,592
19 07:00:00,727
19 08:00:00,742
19 09:00:00,1012
19 10:00:00,1259
19 11:00:00,1245
19 12:00:00,1214
19 13:00:00,1172
19 14:00:00,1241
19 15:00:00,1234
19 16:00:00,1226
19 17:00:00,1155
19 18:00:00,1200
19 19:00:00,1469
19 20:00:00,1186
19 21:00:00,1108
19 22:00:00,1236
19 23:00:00,1199
20 00:00:00,968
20 01:00:00,786
20 02:00:00,583
20 03:00:00,534
20 04:00:00,549
20 05:00:00,349
20 06:00:00,510
20 07:00:00,539
20 08:00:00,629
20 09:00:00,779
20 10:00:00,1002
20 11:00:00,1012
20 12:00:00,1063
20 13:00:00,816
20 14:00:00,1070
20 15:00:00,1167
20 16:00:00,856
20 17:00:00,836
20 18:00:00,1070
20 19:00:00,1026
20 20:00:00,1063
20 21:00:00,883
20 22:00:00,1061
20 23:00:00,872
21 00:00:00,716
21 01:00:00,670
21 02:00:00,629
21 03:00:00,594
21 04:00:00,602
21 05:00:00,308
21 06:00:00,502
21 07:00:00,513
21 08:00:00,481
21 09:00:00,628
21 10:00:00,750
21 11:00:00,691
21 12:00:00,735
21 13:00:00,632
21 14:00:00,862
21 15:00:00,693
21 16:00:00,654
21 17:00:00,654
21 18:00:00,772
21 19:00:00,819
21 20:00:00,697
21 21:00:00,646
21 22:00:00,875
21 23:00:00,716
22 00:00:00,595
22 01:00:00,612
22 02:00:00,496
22 03:00:00,442
22 04:00:00,463
22 05:00:00,261
22 06:00:00,399
22 07:00:00,329
22 08:00:00,321
22 09:00:00,625
22 10:00:00,783
22 11:00:00,706
22 12:00:00,843
22 13:00:00,842
22 14:00:00,825
22 15:00:00,618
22 16:00:00,707
22 17:00:00,645
22 18:00:00,838
22 19:00:00,1103
22 20:00:00,1038
22 21:00:00,919
22 22:00:00,737
22 23:00:00,851
23 00:00:00,890
23 01:00:00,562
23 02:00:00,617
23 03:00:00,571
23 04:00:00,451
23 05:00:00,434
23 06:00:00,361
23 07:00:00,474
23 08:00:00,651
23 09:00:00,986
23 10:00:00,1327
23 11:00:00,1416
23 12:00:00,1359
23 13:00:00,1280
23 14:00:00,1145
23 15:00:00,1348
23 16:00:00,1061
23 17:00:00,1025
23 18:00:00,1031
23 19:00:00,1193
23 20:00:00,1019
23 21:00:00,1036
23 22:00:00,1131
23 23:00:00,985
24 00:00:00,907
24 01:00:00,778
24 02:00:00,708
24 03:00:00,483
24 04:00:00,480
24 05:00:00,534
24 06:00:00,637
24 07:00:00,600
24 08:00:00,969
24 09:00:00,1030
24 10:00:00,1116
24 11:00:00,1094
24 12:00:00,1172
24 13:00:00,1022
24 14:00:00,1089
24 15:00:00,1005
24 16:00:00,971
24 17:00:00,1099
24 18:00:00,1022
24 19:00:00,933
24 20:00:00,1148
24 21:00:00,1023
24 22:00:00,1029
24 23:00:00,901
25 00:00:00,859
25 01:00:00,661
25 02:00:00,640
25 03:00:00,618
25 04:00:00,447
25 05:00:00,381
25 06:00:00,404
25 07:00:00,596
25 08:00:00,680
25 09:00:00,865
25 10:00:00,1125
25 11:00:00,1183
25 12:00:00,1160
25 13:00:00,1028
25 14:00:00,1104
25 15:00:00,1145
25 16:00:00,1005
25 17:00:00,946
25 18:00:00,1101
25 19:00:00,1216
25 20:00:00,1035
25 21:00:00,967
25 22:00:00,918
25 23:00:00,901
26 00:00:00,873
26 01:00:00,588
26 02:00:00,524
26 03:00:00,448
26 04:00:00,549
26 05:00:00,512
26 06:00:00,468
26 07:00:00,542
26 08:00:00,440
26 09:00:00,817
26 10:00:00,1337
26 11:00:00,1353
26 12:00:00,992
26 13:00:00,1000
26 14:00:00,1211
26 15:00:00,1193
26 16:00:00,1146
26 17:00:00,1000
26 18:00:00,995
26 19:00:00,1203
26 20:00:00,1241
26 21:00:00,1054
26 22:00:00,1111
26 23:00:00,831
27 00:00:00,758
27 01:00:00,799
27 02:00:00,589
27 03:00:00,470
27 04:00:00,340
27 05:00:00,454
27 06:00:00,458
27 07:00:00,339
27 08:00:00,623
27 09:00:00,837
27 10:00:00,1266
27 11:00:00,1217
27 12:00:00,1157
27 13:00:00,1035
27 14:00:00,1129
27 15:00:00,1140
27 16:00:00,1042
27 17:00:00,1073
27 18:00:00,1089
27 19:00:00,1163
27 20:00:00,1013
27 21:00:00,1004
27 22:00:00,909
27 23:00:00,970
28 00:00:00,849
28 01:00:00,483
28 02:00:00,645
28 03:00:00,424
28 04:00:00,376
28 05:00:00,308
28 06:00:00,465
28 07:00:00,373
28 08:00:00,637
28 09:00:00,775
28 10:00:00,840
28 11:00:00,970
28 12:00:00,826
28 13:00:00,687
28 14:00:00,687
28 15:00:00,903
28 16:00:00,722
28 17:00:00,662
28 18:00:00,683
28 19:00:00,1076
28 20:00:00,1131
28 21:00:00,885
28 22:00:00,927
28 23:00:00,831
29 00:00:00,874
29 01:00:00,640
29 02:00:00,515
29 03:00:00,411
29 04:00:00,509
29 05:00:00,487
29 06:00:00,472
29 07:00:00,508
29 08:00:00,525
29 09:00:00,721
29 10:00:00,753
29 11:00:00,814
29 12:00:00,896
29 13:00:00,734
29 14:00:00,759
29 15:00:00,765
29 16:00:00,798
29 17:00:00,832
29 18:00:00,872
29 19:00:00,877
29 20:00:00,859
29 21:00:00,915
29 22:00:00,835
29 23:00:00,752
30 00:00:00,819
30 01:00:00,447
30 02:00:00,653
30 03:00:00,476
30 04:00:00,429
30 05:00:00,433
30 06:00:00,423
30 07:00:00,438
30 08:00:00,613
30 09:00:00,899
30 10:00:00,1408
30 11:00:00,1340
30 12:00:00,1463
30 13:00:00,1033
30 14:00:00,1339
30 15:00:00,1360
30 16:00:00,1055
30 17:00:00,1075
30 18:00:00,1101
30 19:00:00,1193
30 20:00:00,1213
30 21:00:00,1157
30 22:00:00,1090
30 23:00:00,927
