DateTime,Vehicles
18 15:00:00,2483
18 16:00:00,2301
18 17:00:00,2707
18 18:00:00,3035
18 19:00:00,3037
18 20:00:00,2703
18 21:00:00,2480
18 22:00:00,2354
18 23:00:00,2205
19 00:00:00,2599
19 01:00:00,1746
19 02:00:00,1686
19 03:00:00,1357
19 04:00:00,1425
19 05:00:00,1342
19 06:00:00,1218
19 07:00:00,1421
19 08:00:00,1468
19 09:00:00,2016
19 10:00:00,2505
19 11:00:00,2515
19 12:00:00,2447
19 13:00:00,2336
19 14:00:00,2481
19 15:00:00,2472
19 16:00:00,2434
19 17:00:00,2285
19 18:00:00,2372
19 19:00:00,2917
19 20:00:00,2354
19 21:00:00,2225
19 22:00:00,2446
19 23:00:00,2370
20 00:00:00,1930
20 01:00:00,1582
20 02:00:00,1178
20 03:00:00,1087
20 04:00:00,1077
20 05:00:00,677
20 06:00:00,999
20 07:00:00,1093
20 08:00:00,1237
20 09:00:00,1573
20 10:00:00,2031
20 11:00:00,2044
20 12:00:00,2110
20 13:00:00,1649
20 14:00:00,2119
20 15:00:00,2329
20 16:00:00,1672
20 17:00:00,1704
20 18:00:00,2090
20 19:00:00,2091
20 20:00:00,2110
20 21:00:00,1821
20 22:00:00,2079
20 23:00:00,1721
21 00:00:00,1406
21 01:00:00,1319
21 02:00:00,1237
21 03:00:00,1192
21 04:00:00,1203
21 05:00:00,625
21 06:00:00,988
21 07:00:00,1031
21 08:00:00,961
21 09:00:00,1265
21 10:00:00,1479
21 11:00:00,1374
21 12:00:00,1459
21 13:00:00,1241
21 14:00:00,1708
21 15:00:00,1405
21 16:00:00,1327
21 17:00:00,1327
21 18:00:00,1536
21 19:00:00,1682
21 20:00:00,1411
21 21:00:00,1316
21 22:00:00,1754
21 23:00:00,1406
22 00:00:00,1194
22 01:00:00,1216
22 02:00:00,952
22 03:00:00,911
22 04:00:00,910
22 05:00:00,564
22 06:00:00,827
22 07:00:00,680
22 08:00:00,641
22 09:00:00,1232
22 10:00:00,1521
22 11:00:00,1422
22 12:00:00,1655
22 13:00:00,1654
22 14:00:00,1632
22 15:00:00,1223
22 16:00:00,1366
22 17:00:00,1287
22 18:00:00,1678
22 19:00:00,2190
22 20:00:00,2078
22 21:00:00,1867
22 22:00:00,1519
22 23:00:00,1666
23 00:00:00,1744
23 01:00:00,1123
23 02:00:00,1251
23 03:00:00,1134
23 04:00:00,894
23 05:00:00,872
23 06:00:00,721
23 07:00:00,952
23 08:00:00,1294
23 09:00:00,2011
23 10:00:00,2649
23 11:00:00,2821
23 12:00:00,2690
23 13:00:00,2560
23 14:00:00,2272
23 15:00:00,2676
23 16:00:00,2136
23 17:00:00,2004
23 18:00:00,2097
23 19:00:00,2363
23 20:00:00,2053
23 21:00:00,2104
23 22:00:00,2254
23 23:00:00,2009
24 00:00:00,1823
24 01:00:00,1543
24 02:00:00,1425
24 03:00:00,993
24 04:00:00,960
24 05:00:00,1058
24 06:00:00,1276
24 07:00:00,1257
24 08:00:00,1903
24 09:00:00,2067
24 10:00:00,2264
24 11:00:00,2207
24 12:00:00,2393
24 13:00:00,1971
24 14:00:00,2200
24 15:00:00,2007
24 16:00:00,1934
24 17:00:00,2185
24 18:00:00,2114
24 19:00:00,1885
24 20:00:00,2305
24 21:00:00,2058
24 22:00:00,2037
24 23:00:00,1816
25 00:00:00,1705
25 01:00:00,1307
25 02:00:00,1280
25 03:00:00,1223
25 04:00:00,889
25 05:00:00,747
25 06:00:00,805
25 07:00:00,1166
25 08:00:00,1360
25 09:00:00,1712
25 10:00:00,2247
25 11:00:00,2378
25 12:00:00,2320
25 13:00:00,2065
25 14:00:00,2162
25 15:00:00,2244
25 16:00:00,2035
25 17:00:00,1874
25 18:00:00,2216
25 19:00:00,2449
25 20:00:00,2074
25 21:00:00,1929
25 22:00:00,1866
25 23:00:00,1759
26 00:00:00,1751
26 01:00:00,1213
26 02:00:00,1045
26 03:00:00,890
26 04:00:00,1077
26 05:00:00,1001
26 06:00:00,916
26 07:00:00,1068
26 08:00:00,880
26 09:00:00,1651
26 10:00:00,2633
26 11:00:00,2683
26 12:00:00,2018
26 13:00:00,2000
26 14:00:00,2414
26 15:00:00,2391
26 16:00:00,2274
26 17:00:00,2000
26 18:00:00,1965
26 19:00:00,2375
26 20:00:00,2481
26 21:00:00,2098
26 22:00:00,2229
26 23:00:00,1669
27 00:00:00,1546
27 01:00:00,1570
27 02:00:00,1157
27 03:00:00,919
27 04:00:00,694
27 05:00:00,898
27 06:00:00,875
27 07:00:00,693
27 08:00:00,1258
27 09:00:00,1676
27 10:00:00,2571
27 11:00:00,2393
27 12:00:00,2288
27 13:00:00,2074
27 14:00:00,2223
27 15:00:00,2294
27 16:00:00,2083
27 17:00:00,2151
27 18:00:00,2172
27 19:00:00,2353
27 20:00:00,1988
27 21:00:00,1977
27 22:00:00,1855
27 23:00:00,1904
28 00:00:00,1692
28 01:00:00,993
28 02:00:00,1287
28 03:00:00,860
28 04:00:00,769
28 05:00:00,625
28 06:00:00,912
28 07:00:00,765
28 08:00:00,1276
28 09:00:00,1539
28 10:00:00,1680
28 11:00:00,1962
28 12:00:00,1662
28 13:00:00,1398
28 14:00:00,1398
28 15:00:00,1790
28 16:00:00,1443
28 17:00:00,1308
28 18:00:00,1335
28 19:00:00,2126
28 20:00:00,2254
28 21:00:00,1767
28 22:00:00,1821
28 23:00:00,1669
29 00:00:00,1752
29 01:00:00,1309
29 02:00:00,1034
29 03:00:00,814
29 04:00:00,997
29 05:00:00,969
29 06:00:00,864
29 07:00:00,1025
29 08:00:00,1075
29 09:00:00,1441
29 10:00:00,1540
29 11:00:00,1647
29 12:00:00,1781
29 13:00:00,1430
29 14:00:00,1547
29 15:00:00,1527
29 16:00:00,1598
29 17:00:00,1641
29 18:00:00,1721
29 19:00:00,1699
29 20:00:00,1733
29 21:00:00,1862
29 22:00:00,1674
29 23:00:00,1481
30 00:00:00,1625
30 01:00:00,946
30 02:00:00,1268
30 03:00:00,926
30 04:00:00,895
30 05:00:00,871
30 06:00:00,858
30 07:00:00,935
30 08:00:00,1245
30 09:00:00,1842
30 10:00:00,2810
30 11:00:00,2694
30 12:00:00,2910
30 13:00:00,2100
30 14:00:00,2665
30 15:00:00,2720
30 16:00:00,2157
30 17:00:00,2154
30 18:00:00,2216
30 19:00:00,2363
30 20:00:00,2445
30 21:00:00,2316
30 22:00:00,2144
30 23:00:00,1878
